timestamp,parcela_id,humedad,temperatura,watermark_cb
2026-04-26 20:30:44,7,58.1,32.8,116.2
2026-04-26 20:30:44,8,55.7,31.0,111.4
2026-04-26 20:30:54,1,42.4,29.0,84.8
2026-04-26 20:30:54,2,39.4,34.9,78.8
2026-04-26 20:30:54,3,55.8,29.8,111.6
2026-04-26 20:30:54,4,61.2,31.9,122.4
2026-04-26 20:30:54,5,52.4,41.3,104.8
2026-04-26 20:30:54,6,59.3,35.5,118.6
2026-04-26 20:30:54,7,61.1,41.7,122.2
2026-04-26 20:30:54,8,58.7,29.2,117.4
2026-04-26 20:31:04,1,45.4,30.4,90.8
2026-04-26 20:31:04,2,37.4,33.0,74.8
2026-04-26 20:31:04,3,54.3,40.9,108.6
2026-04-26 20:31:04,4,64.2,31.3,128.4
2026-04-26 20:31:04,5,50.7,36.4,101.4
2026-04-26 20:31:04,6,62.3,36.9,124.6
2026-04-26 20:31:04,7,64.1,36.6,128.2
2026-04-26 20:31:04,8,61.7,35.0,123.4
2026-04-26 20:31:15,1,48.4,30.5,96.8
2026-04-26 20:31:15,2,35.4,37.6,70.8
2026-04-26 20:31:15,3,52.8,32.0,105.6
2026-04-26 20:31:15,4,67.2,30.4,134.4
2026-04-26 20:31:15,5,49.0,38.6,98.0
2026-04-26 20:31:15,6,65.3,30.5,130.6
2026-04-26 20:31:15,7,67.1,36.0,134.2
2026-04-26 20:31:15,8,64.7,29.4,129.4
2026-04-26 20:31:25,1,51.4,39.2,102.8
2026-04-26 20:31:25,2,33.4,36.0,66.8
2026-04-26 20:31:25,3,51.3,29.1,102.6
2026-04-26 20:31:25,4,70.2,37.5,140.4
2026-04-26 20:31:25,5,47.3,38.0,94.6
2026-04-26 20:31:25,6,68.3,38.7,136.6
2026-04-26 20:31:25,7,70.1,40.9,140.2
2026-04-26 20:31:25,8,67.7,32.6,135.4
2026-04-26 20:31:35,1,54.4,29.7,108.8
2026-04-26 20:31:35,2,36.4,31.7,72.8
2026-04-26 20:31:35,3,49.8,37.7,99.6
2026-04-26 20:31:35,4,73.2,40.3,146.4
2026-04-26 20:31:35,5,45.6,30.5,91.2
2026-04-26 20:31:35,6,71.3,39.9,142.6
2026-04-26 20:31:35,7,73.1,33.0,146.2
2026-04-26 20:31:35,8,70.7,39.9,141.4
2026-04-26 20:31:45,1,57.4,30.9,114.8
2026-04-26 20:31:45,2,39.4,40.5,78.8
2026-04-26 20:31:45,3,48.3,41.3,96.6
2026-04-26 20:31:45,4,76.2,38.3,152.4
2026-04-26 20:31:45,5,43.9,30.0,87.8
2026-04-26 20:31:45,6,74.3,28.5,148.6
2026-04-26 20:31:45,7,76.1,41.7,152.2
2026-04-26 20:31:45,8,73.7,39.3,147.4
2026-04-26 20:31:56,1,60.4,31.2,120.8
2026-04-26 20:31:56,2,42.4,32.9,84.8
2026-04-26 20:31:56,3,46.8,40.1,93.6
2026-04-26 20:31:56,4,79.2,40.3,158.4
2026-04-26 20:31:56,5,42.2,35.0,84.4
2026-04-26 20:31:56,6,77.3,29.6,154.6
2026-04-26 20:31:56,7,79.1,34.9,158.2
2026-04-26 20:31:56,8,76.7,34.1,153.4
2026-04-26 20:32:06,1,63.4,41.0,126.8
2026-04-26 20:32:06,2,45.4,32.3,90.8
2026-04-26 20:32:06,3,45.3,34.8,90.6
2026-04-26 20:32:06,4,82.2,33.2,164.4
2026-04-26 20:32:06,5,40.5,37.1,81.0
2026-04-26 20:32:06,6,80.3,30.7,160.6
2026-04-26 20:32:06,7,82.1,33.0,164.2
2026-04-26 20:32:06,8,79.7,39.3,159.4
2026-04-26 20:32:16,1,66.4,36.1,132.8
2026-04-26 20:32:16,2,48.4,38.2,96.8
2026-04-26 20:32:16,3,43.8,32.0,87.6
2026-04-26 20:32:16,4,85.2,34.3,170.4
2026-04-26 20:32:16,5,38.8,30.8,77.6
2026-04-26 20:32:16,6,83.3,36.9,166.6
2026-04-26 20:32:16,7,85.1,40.3,170.2
2026-04-26 20:32:16,8,82.7,30.5,165.4
2026-04-26 20:32:26,1,69.4,41.5,138.8
2026-04-26 20:32:26,2,51.4,29.1,102.8
2026-04-26 20:32:26,3,42.3,41.8,84.6
2026-04-26 20:32:26,4,88.2,34.4,176.4
2026-04-26 20:32:26,5,37.1,29.7,74.2
2026-04-26 20:32:26,6,86.3,35.3,172.6
2026-04-26 20:32:26,7,88.1,34.6,176.2
2026-04-26 20:32:26,8,85.7,36.8,171.4
2026-04-26 20:32:37,1,72.4,41.8,144.8
2026-04-26 20:32:37,2,54.4,40.8,108.8
2026-04-26 20:32:37,3,40.8,39.7,81.6
2026-04-26 20:32:37,4,91.2,35.5,182.4
2026-04-26 20:32:37,5,35.4,30.0,70.8
2026-04-26 20:32:37,6,89.3,28.7,178.6
2026-04-26 20:32:37,7,91.1,41.6,182.2
2026-04-26 20:32:37,8,88.7,29.9,177.4
2026-04-26 20:32:47,1,75.4,33.3,150.8
2026-04-26 20:32:47,2,57.4,34.2,114.8
2026-04-26 20:32:47,3,39.3,30.3,78.6
2026-04-26 20:32:47,4,94.2,33.8,188.4
2026-04-26 20:32:47,5,33.7,32.5,67.4
2026-04-26 20:32:47,6,92.3,33.7,184.6
2026-04-26 20:32:47,7,94.1,31.9,188.2
2026-04-26 20:32:47,8,91.7,36.7,183.4
2026-04-26 20:32:57,1,78.4,41.1,156.8
2026-04-26 20:32:57,2,60.4,41.7,120.8
2026-04-26 20:32:57,3,37.8,40.6,75.6
2026-04-26 20:32:57,4,97.2,30.3,194.4
2026-04-26 20:32:57,5,36.7,37.9,73.4
2026-04-26 20:32:57,6,95.3,37.0,190.6
2026-04-26 20:32:57,7,97.1,28.6,194.2
2026-04-26 20:32:57,8,94.7,29.6,189.4
2026-04-26 20:33:07,1,81.4,35.4,162.8
2026-04-26 20:33:07,2,63.4,33.5,126.8
2026-04-26 20:33:07,3,36.3,28.6,72.6
2026-04-26 20:33:07,4,100.0,34.9,200.0
2026-04-26 20:33:07,5,39.7,36.6,79.4
2026-04-26 20:33:07,6,98.3,29.8,196.6
2026-04-26 20:33:07,7,100.0,40.6,200.0
2026-04-26 20:33:07,8,97.7,39.4,195.4
2026-04-26 20:33:18,1,84.4,41.0,168.8
2026-04-26 20:33:18,2,66.4,35.6,132.8
2026-04-26 20:33:18,3,34.8,33.1,69.6
2026-04-26 20:33:18,4,100.0,28.0,200.0
2026-04-26 20:33:18,5,42.7,31.9,85.4
2026-04-26 20:33:18,6,100.0,40.4,200.0
2026-04-26 20:33:18,7,100.0,37.8,200.0
2026-04-26 20:33:18,8,100.0,37.2,200.0
2026-04-26 20:33:28,1,87.4,40.0,174.8
2026-04-26 20:33:28,2,69.4,41.1,138.8
2026-04-26 20:33:28,3,37.8,30.7,75.6
2026-04-26 20:33:28,4,100.0,39.2,200.0
2026-04-26 20:33:28,5,45.7,41.3,91.4
2026-04-26 20:33:28,6,100.0,41.4,200.0
2026-04-26 20:33:28,7,100.0,34.7,200.0
2026-04-26 20:33:28,8,100.0,38.8,200.0
2026-04-26 20:33:38,1,90.4,30.3,180.8
2026-04-26 20:33:38,2,72.4,32.9,144.8
2026-04-26 20:33:38,3,40.8,30.7,81.6
2026-04-26 20:33:38,4,100.0,38.6,200.0
2026-04-26 20:33:38,5,48.7,35.7,97.4
2026-04-26 20:33:38,6,100.0,36.6,200.0
2026-04-26 20:33:38,7,100.0,30.4,200.0
2026-04-26 20:33:38,8,100.0,30.4,200.0
2026-04-26 20:33:48,1,93.4,35.6,186.8
2026-04-26 20:33:48,2,75.4,37.5,150.8
2026-04-26 20:33:48,3,43.8,31.5,87.6
2026-04-26 20:33:48,4,100.0,40.9,200.0
2026-04-26 20:33:48,5,51.7,29.6,103.4
2026-04-26 20:33:48,6,100.0,32.8,200.0
2026-04-26 20:33:48,7,100.0,29.8,200.0
2026-04-26 20:33:48,8,100.0,39.0,200.0
2026-04-26 20:33:58,1,96.4,37.3,192.8
2026-04-26 20:33:58,2,78.4,28.8,156.8
2026-04-26 20:33:58,3,46.8,37.2,93.6
2026-04-26 20:33:58,4,100.0,39.5,200.0
2026-04-26 20:33:58,5,54.7,31.9,109.4
2026-04-26 20:33:58,6,100.0,33.0,200.0
2026-04-26 20:33:58,7,100.0,36.9,200.0
2026-04-26 20:33:58,8,100.0,33.7,200.0
2026-04-26 20:34:08,1,99.4,28.3,198.8
2026-04-26 20:34:08,2,81.4,36.4,162.8
2026-04-26 20:34:08,3,49.8,36.3,99.6
2026-04-26 20:34:08,4,100.0,34.1,200.0
